CustomerID,Recency,Frequency,Monetary,Cluster
13266.0,11,147,2290.61,Cluster #2
13267.0,3,179,3704.69,Cluster #2
13268.0,18,412,2807.06,Cluster #2
13269.0,1,286,4350.16,Cluster #2
13271.0,37,87,211.49,Cluster #0
13272.0,31,12,205.66000000000003,Cluster #1
13273.0,113,15,128.54,Cluster #1
13276.0,64,24,462.98,Cluster #0
13277.0,16,6,159.4,Cluster #1
13278.0,41,43,459.86,Cluster #0
13279.0,78,9,137.75,Cluster #1
13280.0,122,75,723.45,Cluster #0
13282.0,18,28,726.94,Cluster #0
13283.0,60,7,93.66,Cluster #1
13284.0,331,10,148.74,Cluster #1
13285.0,23,178,2566.02,Cluster #2
13291.0,156,40,338.41,Cluster #0
13292.0,39,23,418.45,Cluster #0
13294.0,190,46,726.39,Cluster #0
13295.0,360,8,168.3,Cluster #1
13296.0,137,4,53.4,Cluster #1
13297.0,8,52,1641.59,Cluster #2
13298.0,1,1,90.0,Cluster #1
13299.0,268,4,82.80000000000001,Cluster #1
13300.0,169,20,371.89,Cluster #1
13301.0,104,75,507.74,Cluster #0
13304.0,351,17,244.85000000000002,Cluster #1
13305.0,4,53,1000.21,Cluster #2
13307.0,120,1,15.0,Cluster #1
13308.0,23,51,1092.43,Cluster #0
13309.0,7,100,1389.78,Cluster #2
13310.0,28,65,1015.73,Cluster #0
13311.0,4,19,408.82000000000005,Cluster #0
13313.0,22,76,1475.1200000000001,Cluster #2
13314.0,2,55,666.69,Cluster #2
13316.0,37,45,580.49,Cluster #0
13317.0,66,98,1781.8300000000002,Cluster #0
13318.0,1,15,379.53999999999996,Cluster #0
13319.0,5,437,9305.39,Cluster #2
13320.0,78,105,1532.2,Cluster #0
13321.0,86,9,259.04,Cluster #1
13322.0,17,25,199.48000000000002,Cluster #0
13323.0,3,20,583.85,Cluster #0
13324.0,36,20,1036.95,Cluster #0
13325.0,82,10,471.3,Cluster #1
13327.0,39,93,2690.07,Cluster #2
13328.0,316,8,235.68,Cluster #1
13329.0,32,11,312.48,Cluster #0
13330.0,93,47,961.38,Cluster #0
13332.0,14,20,338.4,Cluster #0
13334.0,82,246,3139.07,Cluster #2
13336.0,77,48,752.8000000000001,Cluster #0
13338.0,158,14,316.47,Cluster #1
13339.0,201,42,664.42,Cluster #0
13340.0,45,54,2161.56,Cluster #0
13341.0,261,35,603.55,Cluster #0
13343.0,178,17,290.93,Cluster #1
13344.0,68,99,1684.29,Cluster #0
13345.0,288,17,299.70000000000005,Cluster #1
13347.0,70,4,148.79999999999998,Cluster #1
13348.0,64,14,233.76,Cluster #1
13349.0,11,15,197.32,Cluster #0
13350.0,16,28,652.77,Cluster #0
13351.0,66,15,323.94,Cluster #1
13352.0,60,21,316.17999999999995,Cluster #0
13354.0,71,47,684.91,Cluster #0
13355.0,122,29,516.0,Cluster #0
13356.0,80,34,548.59,Cluster #0
13357.0,257,82,491.6,Cluster #0
13358.0,269,23,304.71,Cluster #1
13359.0,64,18,307.06,Cluster #0
13362.0,9,144,2686.64,Cluster #2
13363.0,18,54,834.89,Cluster #0
13364.0,71,10,134.95999999999998,Cluster #1
13365.0,34,111,1718.8700000000001,Cluster #2
13368.0,257,24,430.18,Cluster #1
13369.0,366,11,198.38000000000002,Cluster #1
13370.0,372,32,604.75,Cluster #0
13372.0,90,19,290.04,Cluster #1
13373.0,61,137,2726.17,Cluster #2
13375.0,89,33,607.1800000000001,Cluster #0
13376.0,99,48,834.3100000000001,Cluster #0
13379.0,26,94,521.36,Cluster #0
13381.0,32,147,3045.75,Cluster #2
13382.0,281,13,197.14000000000001,Cluster #1
13384.0,31,126,2877.66,Cluster #2
13385.0,330,29,403.07,Cluster #1
13388.0,131,30,505.45,Cluster #0
13389.0,11,45,700.66,Cluster #0
13390.0,75,10,304.68,Cluster #1
13394.0,2,141,1999.09,Cluster #2
13395.0,185,18,251.28,Cluster #1
13396.0,29,31,936.69,Cluster #0
13397.0,73,34,1118.81,Cluster #0
13398.0,192,21,383.57,Cluster #1
13402.0,127,37,587.23,Cluster #0
13403.0,18,2,30.0,Cluster #1
13404.0,1,11,252.49,Cluster #0
13405.0,74,18,363.351,Cluster #0
13408.0,2,259,9337.800000000001,Cluster #2
13410.0,24,21,588.34,Cluster #0
13411.0,107,17,203.60000000000002,Cluster #1
13414.0,134,22,568.5,Cluster #0
13416.0,44,15,576.5,Cluster #0
13417.0,5,15,290.48,Cluster #0
13418.0,12,268,4699.71,Cluster #2
13419.0,64,16,221.06,Cluster #1
13420.0,150,6,87.6,Cluster #1
13421.0,40,96,1567.04,Cluster #0
13422.0,64,117,2292.0,Cluster #2
13425.0,108,65,1057.45,Cluster #0
13426.0,1,147,3007.02,Cluster #2
13427.0,19,24,445.34,Cluster #0
13428.0,10,67,168.38,Cluster #0
13429.0,11,56,816.69,Cluster #2
13430.0,19,43,574.25,Cluster #0
13431.0,67,39,814.8,Cluster #0
13434.0,74,8,179.04000000000002,Cluster #1
13435.0,5,74,1894.06,Cluster #2
13436.0,2,8,113.53999999999999,Cluster #0
13437.0,14,128,2384.36,Cluster #2
13439.0,255,53,273.27,Cluster #0
13441.0,92,11,195.36,Cluster #1
13447.0,23,54,1026.69,Cluster #0
13448.0,17,174,3027.5,Cluster #2
13449.0,24,19,291.88,Cluster #0
13450.0,27,56,1272.48,Cluster #0
13451.0,26,414,2608.66,Cluster #2
13453.0,166,12,245.57999999999998,Cluster #1
13455.0,25,35,660.19,Cluster #0
13456.0,18,55,1180.1200000000001,Cluster #0
13458.0,7,339,7396.57,Cluster #2
13460.0,29,17,183.44,Cluster #1
13461.0,39,10,329.8,Cluster #1
13462.0,253,8,135.0,Cluster #1
13464.0,58,37,606.73,Cluster #0
13466.0,184,12,197.70000000000002,Cluster #1
13467.0,11,88,860.01,Cluster #2
13468.0,2,223,3762.89,Cluster #2
13470.0,99,10,165.0,Cluster #1
13471.0,1,235,2210.64,Cluster #2
13473.0,61,17,326.96,Cluster #0
13474.0,236,58,185.24,Cluster #0
13475.0,191,71,1115.66,Cluster #0
13476.0,179,42,697.67,Cluster #0
13477.0,38,70,1249.8899999999999,Cluster #0
13479.0,201,12,261.15,Cluster #1
13481.0,46,103,1680.26,Cluster #0
13482.0,232,11,184.64,Cluster #1
13483.0,66,10,140.34,Cluster #1
13484.0,241,3,202.5,Cluster #1
13485.0,233,20,394.44,Cluster #1
13486.0,78,61,999.55,Cluster #0
13487.0,58,21,361.1,Cluster #0
13488.0,17,359,6585.43,Cluster #2
13489.0,105,11,175.44,Cluster #1
13491.0,52,68,943.34,Cluster #0
13492.0,136,31,729.24,Cluster #0
13493.0,287,1,14.850000000000001,Cluster #1
13494.0,312,17,296.1,Cluster #1
13495.0,8,44,1716.07,Cluster #2
13496.0,11,31,563.63,Cluster #0
13497.0,283,19,348.05,Cluster #1
13499.0,18,26,609.09,Cluster #0
13500.0,23,57,1010.8,Cluster #0
13501.0,288,39,844.72,Cluster #0
13502.0,17,17,272.1,Cluster #0
13503.0,71,16,192.95,Cluster #1
13504.0,64,19,260.48,Cluster #1
13505.0,73,186,3042.26,Cluster #2
13506.0,316,21,379.45,Cluster #1
13507.0,3,136,1991.61,Cluster #2
13508.0,244,9,66.42,Cluster #1
13509.0,9,36,662.6800000000001,Cluster #0
13510.0,1,103,1565.02,Cluster #2
13512.0,261,13,228.51000000000002,Cluster #1
13513.0,127,8,132.6,Cluster #1
13514.0,74,4,152.20000000000002,Cluster #1
13515.0,73,56,833.82,Cluster #0
13516.0,73,37,607.91,Cluster #0
13517.0,60,124,1839.49,Cluster #0
13518.0,86,31,535.4399999999999,Cluster #0
13519.0,78,6,78.95,Cluster #1
13520.0,59,72,1582.45,Cluster #0
13521.0,1,409,978.1800000000001,Cluster #2
13522.0,30,5,125.80000000000001,Cluster #1
13523.0,33,124,2181.58,Cluster #2
13524.0,41,23,580.94,Cluster #0
13525.0,15,2,90.0,Cluster #1
13527.0,34,196,1878.75,Cluster #2
13529.0,79,13,206.06,Cluster #1
13531.0,205,17,357.7,Cluster #1
13532.0,34,66,210.31,Cluster #0
13533.0,183,72,245.23999999999998,Cluster #0
13534.0,2,258,5186.38,Cluster #2
13536.0,1,142,2451.61,Cluster #2
13538.0,43,11,699.45,Cluster #0
13539.0,86,27,446.52,Cluster #0
13544.0,40,70,205.91,Cluster #0
13546.0,12,94,547.39,Cluster #2
13548.0,96,110,508.59000000000003,Cluster #0
13549.0,26,44,793.85,Cluster #0
13551.0,319,3,53.550000000000004,Cluster #1
13552.0,66,81,2227.55,Cluster #0
13555.0,74,97,2159.94,Cluster #0
13557.0,28,33,524.06,Cluster #0
13558.0,6,165,550.57,Cluster #2
13560.0,7,32,171.42000000000002,Cluster #0
13561.0,216,11,39.01,Cluster #1
13562.0,82,64,1459.6100000000001,Cluster #0
13563.0,84,40,375.13,Cluster #0
13564.0,354,66,868.59,Cluster #0
13565.0,19,38,240.22,Cluster #0
13566.0,41,168,846.89,Cluster #0
13568.0,173,41,169.20000000000002,Cluster #1
13569.0,17,72,267.72,Cluster #0
13570.0,243,25,211.64,Cluster #1
13571.0,13,335,2013.89,Cluster #2
13572.0,206,20,590.9300000000001,Cluster #0
13573.0,50,22,233.96,Cluster #0
13575.0,23,44,674.5699999999999,Cluster #0
13576.0,10,87,1797.66,Cluster #2
13577.0,25,69,1353.5,Cluster #0
13579.0,15,18,321.29,Cluster #0
13581.0,309,7,56.95,Cluster #1
13583.0,156,48,691.05,Cluster #0
13584.0,307,18,75.75,Cluster #1
13587.0,64,4,168.0,Cluster #1
13588.0,16,167,2331.81,Cluster #2
13589.0,15,15,256.05,Cluster #0
13590.0,11,76,1417.5,Cluster #2
13591.0,65,46,809.58,Cluster #0
13592.0,36,11,159.51,Cluster #1
13593.0,108,96,1471.93,Cluster #0
13594.0,53,26,396.97,Cluster #0
13596.0,6,139,586.91,Cluster #2
13598.0,47,32,113.94,Cluster #1
13599.0,1,213,3836.91,Cluster #2
13600.0,312,10,66.52,Cluster #1
13601.0,45,97,663.08,Cluster #0
13602.0,65,22,398.65000000000003,Cluster #0
13603.0,26,25,129.44,Cluster #0
13606.0,29,34,148.43,Cluster #0
13607.0,40,90,563.0600000000001,Cluster #0
13610.0,12,194,850.48,Cluster #2
13611.0,89,66,956.76,Cluster #0
13614.0,24,165,1060.3600000000001,Cluster #2
13615.0,319,21,385.89,Cluster #1
13617.0,40,40,444.04,Cluster #0
13618.0,174,11,154.54,Cluster #1
13621.0,117,18,209.85,Cluster #1
13623.0,31,66,384.76,Cluster #0
13626.0,253,18,241.32999999999998,Cluster #1
13627.0,59,78,1203.83,Cluster #0
13629.0,143,18,281.01,Cluster #1
13630.0,5,58,866.94,Cluster #2
13631.0,100,5,332.5,Cluster #1
13632.0,25,125,1764.3700000000001,Cluster #2
13634.0,33,161,1130.31,Cluster #2
13635.0,68,60,1031.43,Cluster #0
13636.0,37,51,720.83,Cluster #0
13637.0,52,95,735.05,Cluster #0
13638.0,16,7,97.14,Cluster #1
13639.0,74,37,646.34,Cluster #0
13642.0,216,50,226.03,Cluster #0
13643.0,31,26,468.44,Cluster #0
13644.0,16,119,1979.0900000000001,Cluster #2
13645.0,120,1,30.599999999999998,Cluster #1
13647.0,10,61,1134.52,Cluster #2
13649.0,257,22,333.85,Cluster #1
13650.0,17,84,1567.29,Cluster #2
13651.0,40,4,63.3,Cluster #1
13652.0,46,57,1003.64,Cluster #0
13654.0,43,145,2261.97,Cluster #2
13655.0,114,46,753.22,Cluster #0
13656.0,165,43,319.79,Cluster #0
13657.0,11,13,321.0,Cluster #0
13658.0,10,86,1735.85,Cluster #2
13659.0,206,90,1215.27,Cluster #0
13662.0,86,43,647.0600000000001,Cluster #0
13663.0,179,7,91.07,Cluster #1
13666.0,60,10,67.65,Cluster #1
13667.0,149,78,252.20000000000002,Cluster #0
13668.0,3,408,4272.65,Cluster #2
13669.0,51,6,160.2,Cluster #1
13670.0,75,24,333.2,Cluster #0
13672.0,301,6,186.39000000000001,Cluster #1
13673.0,19,56,297.79,Cluster #0
13675.0,151,24,473.38,Cluster #0
13678.0,152,5,72.56,Cluster #1
13680.0,1,173,2109.54,Cluster #2
13681.0,18,55,796.0300000000001,Cluster #0
13682.0,187,2,34.0,Cluster #1
13684.0,286,29,65.13,Cluster #1
13685.0,3,28,20.92,Cluster #1
13686.0,183,8,72.0,Cluster #1
13689.0,63,1,15.0,Cluster #1
13690.0,59,6,81.60000000000001,Cluster #1
13692.0,25,40,749.64,Cluster #0
13694.0,4,62,2576.61,Cluster #2
13695.0,31,73,1616.53,Cluster #0
13697.0,39,12,151.29999999999998,Cluster #1
13699.0,155,4,70.08000000000001,Cluster #1
13700.0,26,181,1840.13,Cluster #2
13704.0,5,111,1817.8,Cluster #2
13705.0,8,26,492.78000000000003,Cluster #0
13706.0,303,19,290.89,Cluster #1
13707.0,267,40,581.36,Cluster #0
13708.0,271,47,260.46,Cluster #0
13709.0,4,276,4698.650000000001,Cluster #2
13710.0,32,6,94.56,Cluster #1
13711.0,219,12,232.16000000000003,Cluster #1
13712.0,247,6,88.2,Cluster #1
13715.0,281,100,1016.25,Cluster #0
13716.0,269,21,138.28,Cluster #1
13717.0,32,80,1088.32,Cluster #0
13718.0,246,8,242.4,Cluster #1
13719.0,15,53,855.41,Cluster #0
13720.0,117,40,685.8,Cluster #0
13721.0,36,25,470.94,Cluster #0
13722.0,132,78,2004.68,Cluster #0
13723.0,217,5,150.10000000000002,Cluster #1
13725.0,50,80,1203.52,Cluster #0
13726.0,39,34,429.11999999999995,Cluster #0
13727.0,29,19,285.78000000000003,Cluster #0
13728.0,37,28,437.44,Cluster #0
13730.0,136,33,522.55,Cluster #0
13731.0,219,32,511.59000000000003,Cluster #0
13732.0,28,33,491.86,Cluster #0
13735.0,25,162,1969.29,Cluster #2
13736.0,5,178,563.95,Cluster #2
13737.0,200,23,185.65,Cluster #1
13739.0,18,2,125.10000000000001,Cluster #1
13740.0,241,17,234.71,Cluster #1
13741.0,72,23,405.63,Cluster #0
13742.0,17,251,1895.66,Cluster #2
13743.0,3,27,805.1999999999999,Cluster #2
13744.0,95,52,916.26,Cluster #0
13745.0,162,22,241.35999999999999,Cluster #1
13748.0,96,19,328.7,Cluster #1
13750.0,54,10,243.68,Cluster #1
13751.0,288,6,75.6,Cluster #1
13752.0,124,61,712.84,Cluster #0
13753.0,288,34,710.66,Cluster #0
13754.0,152,8,129.6,Cluster #1
13755.0,4,287,1626.66,Cluster #2
13756.0,2,103,2850.44,Cluster #2
13758.0,12,91,1955.39,Cluster #2
13759.0,33,21,439.59000000000003,Cluster #0
13760.0,54,57,286.79,Cluster #0
13761.0,50,64,974.65,Cluster #0
13762.0,219,5,133.2,Cluster #1
13763.0,63,3,308.40000000000003,Cluster #1
13764.0,71,192,1350.6200000000001,Cluster #0
13767.0,2,267,7636.66,Cluster #2
13769.0,2,117,2138.4700000000003,Cluster #2
13771.0,64,105,2188.72,Cluster #0
13772.0,34,163,1017.9300000000001,Cluster #2
13774.0,82,20,314.15000000000003,Cluster #0
13777.0,9,88,3343.69,Cluster #2
13778.0,103,9,178.7,Cluster #1
13780.0,7,54,247.31,Cluster #0
13781.0,251,13,68.54,Cluster #1
13782.0,13,103,763.42,Cluster #2
13784.0,113,7,247.26,Cluster #1
13786.0,367,6,148.8,Cluster #1
13787.0,76,26,231.55,Cluster #0
13790.0,4,37,236.84,Cluster #0
13792.0,66,12,183.05,Cluster #1
13798.0,8,59,2138.11,Cluster #2
13799.0,117,37,649.06,Cluster #0
13800.0,310,31,486.62,Cluster #0
13801.0,67,18,247.1,Cluster #1
13802.0,139,33,1068.52,Cluster #0
13803.0,255,17,277.07,Cluster #1
13804.0,31,119,2256.49,Cluster #2
13806.0,64,9,218.13000000000002,Cluster #1
13807.0,367,5,80.8,Cluster #1
13808.0,6,60,1115.66,Cluster #2
13809.0,305,5,60.300000000000004,Cluster #1
13810.0,29,28,609.16,Cluster #0
13812.0,42,31,452.1,Cluster #0
13813.0,40,61,1050.26,Cluster #0
13814.0,92,50,1334.22,Cluster #0
13815.0,22,158,3007.46,Cluster #2
13816.0,24,23,420.42,Cluster #0
13817.0,29,22,328.98,Cluster #0
13819.0,302,25,624.75,Cluster #0
13821.0,145,56,321.89,Cluster #0
13822.0,6,90,454.8,Cluster #2
13823.0,19,29,683.36,Cluster #0
13824.0,33,40,1171.86,Cluster #0
13826.0,176,6,102.30000000000001,Cluster #1
13827.0,58,77,237.65,Cluster #0
13828.0,22,12,168.45,Cluster #1
13831.0,16,51,522.63,Cluster #0
13832.0,19,3,52.199999999999996,Cluster #1
13833.0,159,19,225.45,Cluster #1
13835.0,25,48,692.37,Cluster #0
13837.0,212,17,221.59,Cluster #1
13838.0,6,150,510.67,Cluster #2
13842.0,59,166,2555.65,Cluster #2
13844.0,11,19,345.12,Cluster #0
13845.0,65,6,157.86,Cluster #1
13846.0,25,47,733.16,Cluster #0
13849.0,52,87,1325.55,Cluster #0
13850.0,129,87,1478.98,Cluster #0
13851.0,96,73,1536.08,Cluster #0
13853.0,57,17,547.3000000000001,Cluster #0
13854.0,9,62,2557.92,Cluster #2
13856.0,169,10,120.3,Cluster #1
13858.0,57,9,182.67,Cluster #1
13859.0,326,26,172.76000000000002,Cluster #1
13860.0,1,67,1106.93,Cluster #2
13862.0,18,136,2131.96,Cluster #2
13863.0,248,18,264.88,Cluster #1
13865.0,58,27,437.81,Cluster #0
13866.0,74,7,145.67000000000002,Cluster #1
13867.0,31,47,709.54,Cluster #0
13868.0,39,29,428.37,Cluster #0
13869.0,123,264,2446.95,Cluster #2
13870.0,2,94,1713.04,Cluster #2
13871.0,23,272,5070.75,Cluster #2
13873.0,120,19,324.05,Cluster #1
13874.0,358,14,247.45000000000002,Cluster #1
13875.0,54,96,1477.82,Cluster #0
13876.0,64,6,98.80000000000001,Cluster #1
13877.0,86,1,17.4,Cluster #1
13878.0,55,27,1021.98,Cluster #0
13880.0,21,152,2927.18,Cluster #2
13881.0,18,69,2902.56,Cluster #2
13882.0,3,45,686.34,Cluster #2
13883.0,11,123,2176.33,Cluster #2
13884.0,7,54,670.45,Cluster #2
13885.0,189,24,390.2,Cluster #0
13886.0,71,14,218.56,Cluster #1
13887.0,204,16,293.95,Cluster #1
13888.0,120,33,496.02,Cluster #0
13889.0,93,15,416.90000000000003,Cluster #0
13890.0,1,106,1807.46,Cluster #2
13892.0,27,21,410.01,Cluster #0
13893.0,298,9,195.70000000000002,Cluster #1
13894.0,24,24,430.55,Cluster #0
13895.0,28,108,2144.67,Cluster #2
13897.0,50,17,311.16,Cluster #0
13898.0,326,11,138.93,Cluster #1
13899.0,16,18,337.52,Cluster #0
13900.0,193,36,553.95,Cluster #0
13901.0,72,127,2365.83,Cluster #0
13904.0,37,26,332.64,Cluster #0
13908.0,80,111,1948.9,Cluster #0
13911.0,144,123,1872.71,Cluster #0
13914.0,12,31,604.83,Cluster #0
13917.0,50,17,252.14000000000001,Cluster #1
13918.0,50,24,565.1,Cluster #0
13919.0,59,25,331.86,Cluster #0
13922.0,352,4,81.6,Cluster #1
13923.0,54,18,317.63,Cluster #0
13924.0,2,100,1544.05,Cluster #2
13925.0,93,27,411.1,Cluster #0
13926.0,23,8,150.10000000000002,Cluster #1
13927.0,75,21,348.99,Cluster #0
13928.0,11,21,336.47,Cluster #0
13929.0,169,7,285.45,Cluster #1
13930.0,58,17,337.34,Cluster #0
13931.0,96,56,956.13,Cluster #0
13932.0,295,10,195.8,Cluster #1
13933.0,109,22,576.99,Cluster #0
13934.0,264,28,818.65,Cluster #0
13936.0,180,25,369.74,Cluster #0
13937.0,169,8,128.25,Cluster #1
13938.0,35,7,71.66,Cluster #1
13939.0,23,38,466.37,Cluster #0
13940.0,17,39,648.5600000000001,Cluster #0
13941.0,22,24,1389.88,Cluster #0
13946.0,79,5,57.33,Cluster #1
13947.0,65,5,90.6,Cluster #1
13948.0,361,2,70.19999999999999,Cluster #1
13949.0,3,151,2119.84,Cluster #2
13950.0,11,25,437.65999999999997,Cluster #0
13951.0,176,32,504.09000000000003,Cluster #0
13952.0,218,106,2300.811,Cluster #0
13953.0,7,13,265.68,Cluster #0
13954.0,2,19,307.82,Cluster #0
13955.0,154,29,239.31,Cluster #1
13956.0,5,125,671.39,Cluster #2
13959.0,79,86,508.59000000000003,Cluster #0
13960.0,21,12,230.22,Cluster #0
13962.0,22,6,82.1,Cluster #1
13963.0,308,27,469.02,Cluster #0
13967.0,146,1,35.7,Cluster #1
13969.0,7,552,6473.63,Cluster #2
13971.0,19,137,2502.56,Cluster #2
13972.0,71,14,174.35,Cluster #1
13973.0,287,9,186.75,Cluster #1
13974.0,49,28,413.59000000000003,Cluster #0
13975.0,31,316,2224.15,Cluster #2
13976.0,207,7,227.96,Cluster #1
13978.0,15,11,132.53,Cluster #1
13979.0,73,54,869.87,Cluster #0
13980.0,60,8,116.78,Cluster #1
13982.0,39,102,1424.6,Cluster #0
13983.0,40,92,1277.8,Cluster #0
13984.0,27,12,277.43,Cluster #0
13985.0,4,346,6863.2300000000005,Cluster #2
13986.0,17,10,186.06,Cluster #1
13988.0,20,193,3170.07,Cluster #2
13989.0,66,29,462.21,Cluster #0
13990.0,213,15,292.58,Cluster #1
13991.0,12,75,721.84,Cluster #2
13992.0,30,5,76.8,Cluster #1
13993.0,43,80,2127.26,Cluster #0
13994.0,4,135,2002.19,Cluster #2
13995.0,15,81,1308.99,Cluster #2
13999.0,10,194,3506.81,Cluster #2
14000.0,211,8,262.2,Cluster #1
14001.0,46,26,828.0,Cluster #0
14002.0,134,35,368.59999999999997,Cluster #0
14004.0,43,133,2921.96,Cluster #2
14005.0,10,61,1242.9,Cluster #2
14006.0,116,25,503.6,Cluster #0
14009.0,198,39,646.8100000000001,Cluster #0
14012.0,278,11,328.8,Cluster #1
14013.0,110,32,435.58,Cluster #0
14014.0,77,27,304.42,Cluster #0
14015.0,53,15,607.62,Cluster #0
14016.0,162,132,2642.62,Cluster #0
14019.0,47,58,991.01,Cluster #0
14020.0,17,34,573.86,Cluster #0
14021.0,155,19,495.7,Cluster #0
14022.0,225,25,396.8,Cluster #1
14023.0,7,29,540.77,Cluster #0
14024.0,122,14,298.45,Cluster #1
14027.0,61,6,104.82,Cluster #1
14029.0,63,12,315.66,Cluster #1
14030.0,18,219,1594.7,Cluster #2
14031.0,7,168,6164.41,Cluster #2
14032.0,2,118,2173.0099999999998,Cluster #2
14034.0,22,76,343.84,Cluster #0
14035.0,29,55,876.07,Cluster #0
14036.0,285,28,451.25,Cluster #0
14037.0,176,27,139.25,Cluster #1
14038.0,78,92,1560.38,Cluster #0
14039.0,33,5,82.6,Cluster #1
14040.0,41,170,1910.76,Cluster #2
14041.0,266,21,141.41,Cluster #1
14044.0,27,199,532.12,Cluster #0
14046.0,284,9,47.71,Cluster #1
14047.0,9,18,580.2,Cluster #0
14048.0,305,84,399.85,Cluster #0
14049.0,17,436,4584.74,Cluster #2
14050.0,32,54,746.36,Cluster #0
14051.0,1,169,10378.01,Cluster #2
14052.0,20,51,173.66,Cluster #0
14053.0,160,2,41.75,Cluster #1
14054.0,65,6,92.46,Cluster #1
14055.0,106,6,149.14,Cluster #1
14056.0,1,958,5869.21,Cluster #2
14057.0,24,236,4100.97,Cluster #2
14059.0,267,7,132.6,Cluster #1
14060.0,5,143,2591.62,Cluster #2
14062.0,10,53,2289.89,Cluster #2
14064.0,29,71,783.75,Cluster #0
14066.0,267,6,114.3,Cluster #1
14067.0,64,45,275.04,Cluster #0
14068.0,320,22,248.85000000000002,Cluster #1
14071.0,4,288,992.03,Cluster #2
14073.0,32,13,151.04,Cluster #1
14075.0,5,38,728.54,Cluster #2
14076.0,129,43,101.72,Cluster #1
14077.0,41,37,354.05,Cluster #0
14078.0,102,62,936.7199999999999,Cluster #0
14079.0,125,8,147.25,Cluster #1
14080.0,33,4,45.599999999999994,Cluster #1
14081.0,302,132,682.15,Cluster #0
14082.0,365,26,127.05,Cluster #1
14083.0,4,162,820.1,Cluster #2
14085.0,2,418,3838.85,Cluster #2
14087.0,3,67,185.17,Cluster #0
14088.0,10,293,15700.62,Cluster #2
14089.0,57,11,111.05,Cluster #1
14092.0,8,201,3874.81,Cluster #2
14093.0,12,98,411.9,Cluster #0
14096.0,4,4415,36019.84,Cluster #2
14098.0,37,21,147.35,Cluster #1
14099.0,16,230,2668.76,Cluster #2
14100.0,138,22,144.25,Cluster #1
14101.0,295,2,2.95,Cluster #1
14102.0,5,46,563.48,Cluster #2
14104.0,166,17,69.71,Cluster #1
14105.0,239,65,1089.14,Cluster #0
14107.0,52,111,2413.2200000000003,Cluster #2
14108.0,31,31,544.36,Cluster #0
14109.0,73,9,144.2,Cluster #1
14110.0,37,136,2927.37,Cluster #2
14111.0,96,3,63.3,Cluster #1
14112.0,23,145,2505.16,Cluster #2
14113.0,4,28,619.02,Cluster #2
14114.0,331,11,195.13,Cluster #1
14116.0,20,64,1091.04,Cluster #0
14117.0,144,3,90.0,Cluster #1
14121.0,4,140,2370.56,Cluster #2
14125.0,11,148,2376.73,Cluster #2
14126.0,11,9,183.4,Cluster #1
14127.0,123,31,503.01,Cluster #0
14128.0,61,45,625.0,Cluster #0
14129.0,2,50,1077.06,Cluster #2
14130.0,319,58,360.46,Cluster #0
14132.0,2,171,2714.17,Cluster #2
14133.0,130,24,499.28999999999996,Cluster #0
14135.0,2,109,2849.29,Cluster #2
14138.0,2,46,965.8800000000001,Cluster #2
14139.0,46,21,278.28,Cluster #0
14140.0,4,64,913.18,Cluster #2
14141.0,3,39,902.38,Cluster #2
14142.0,373,19,280.95,Cluster #1
14143.0,134,4,64.8,Cluster #1
14146.0,9,189,3054.55,Cluster #2
14147.0,78,2,61.8,Cluster #1
14148.0,234,2,29.700000000000003,Cluster #1
14149.0,221,27,421.12,Cluster #0
14150.0,36,24,584.74,Cluster #0
14152.0,75,48,602.57,Cluster #0
14154.0,239,40,682.92,Cluster #0
14155.0,266,6,118.75,Cluster #1
14156.0,10,824,18276.11,Cluster #2
14157.0,20,45,404.73,Cluster #0
14158.0,40,36,397.38,Cluster #0
14159.0,20,1159,4428.38,Cluster #2
14161.0,216,94,878.02,Cluster #0
14162.0,174,21,198.11,Cluster #1
14163.0,87,31,1051.6100000000001,Cluster #0
14164.0,81,17,374.4,Cluster #0
14165.0,276,21,82.19,Cluster #1
14167.0,39,45,512.84,Cluster #0
14171.0,98,55,308.44,Cluster #0
14173.0,11,23,222.34,Cluster #0
14174.0,33,25,124.51,Cluster #1
14175.0,60,121,2177.5,Cluster #2
14176.0,297,28,517.2,Cluster #0
14177.0,86,32,450.77,Cluster #0
14178.0,9,305,1446.49,Cluster #2
14179.0,41,144,548.67,Cluster #0
14180.0,11,101,1779.8200000000002,Cluster #2
14184.0,67,15,245.59,Cluster #1
14185.0,331,1,12.75,Cluster #1
14188.0,31,59,1763.8600000000001,Cluster #0
14189.0,2,229,3787.7400000000002,Cluster #2
14191.0,2,239,4273.1,Cluster #2
14193.0,68,38,737.15,Cluster #0
14194.0,5,501,9440.61,Cluster #2
14196.0,107,3,73.72,Cluster #1
14198.0,18,30,504.6,Cluster #0
14199.0,218,1,10.2,Cluster #1
14201.0,60,30,522.64,Cluster #0
14204.0,2,37,128.16,Cluster #0
14205.0,17,16,288.2,Cluster #0
14206.0,239,19,302.65999999999997,Cluster #1
14208.0,95,7,101.14,Cluster #1
14209.0,11,58,1098.55,Cluster #2
14210.0,106,88,1616.1200000000001,Cluster #0
14211.0,53,98,1761.15,Cluster #0
14214.0,31,64,938.14,Cluster #0
14215.0,12,101,1650.47,Cluster #2
14216.0,3,44,1082.66,Cluster #2
14217.0,2,64,1253.13,Cluster #2
14218.0,43,12,169.48000000000002,Cluster #1
